Review ID,Raw Review Text,Final Entity,Final Tag,clean_Raw Review Text,token,counter,dup_count,mismatch_count,ground
145,"i bought this for my milliard tri - fold mattress - full size and it did not fit . when the mattress is folded , it has a length of 52 inches and the queen size case only comes in 38 inches . so how can the mattress fit in this bag ? i like the material but the size is small . is there another case that will fit the tri - fold mattress . please advise","['38 inches', '52 inches', 'bag', 'bought', 'case', 'fit', 'folded', 'full size', 'length', 'material', 'mattress', 'queen size', 'size', 'small', 'tri - fold mattress']","['Thickness', 'Length', 'Packaging', 'Purchase', 'Packaging', 'Product Fit', 'Shape', 'Mattress Size', 'Length', 'Material', 'Mattress', 'Mattress Size', 'Size', 'Size', 'Tri Fold Mattress']","i bought this for my milliard tri - fold mattress - full size and it did not fit . when the mattress is folded , it has a length of 52 inches and the queen size case only comes in 38 inches . so how can the mattress fit in this bag ? i like the material but the size is small . is there another case that will fit the tri - fold mattress . please advise","['i', 'bought', 'this', 'for', 'my', 'milliard', 'tri', '-', 'fold', 'mattress', '-', 'full', 'size', 'and', 'it', 'did', 'not', 'fit', '.', 'when', 'the', 'mattress', 'is', 'folded', ',', 'it', 'has', 'a', 'length', 'of', '52', 'inches', 'and', 'the', 'queen', 'size', 'case', 'only', 'comes', 'in', '38', 'inches', '.', 'so', 'how', 'can', 'the', 'mattress', 'fit', 'in', 'this', 'bag', '?', 'i', 'like', 'the', 'material', 'but', 'the', 'size', 'is', 'small', '.', 'is', 'there', 'another', 'case', 'that', 'will', 'fit', 'the', 'tri', '-', 'fold', 'mattress', '.', 'please', 'advise']","[1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 4, 1, 3, 1, 2]",1,0,"['O', 'B-Purchase', 'O', 'O', 'O', 'O', 'B-Tri Fold Mattress', 'I-Tri Fold Mattress', 'I-Tri Fold Mattress', 'I-Tri Fold Mattress', 'O', 'B-Mattress Size', 'I-Mattress Size', 'O', 'O', 'O', 'O', 'B-Product Fit', 'O', 'O', 'O', 'B-Mattress', 'O', 'B-Shape', 'O', 'O', 'O', 'O', 'B-Length', 'O', 'B-Length', 'I-Length', 'O', 'O', 'B-Mattress Size', 'I-Mattress Size', 'B-Packaging', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'B-Product Fit', 'O', 'O', 'B-Packaging', 'O', 'O', 'O', 'O', 'B-Material', 'O', 'O', 'B-Size', 'O', 'B-Size', 'O', 'O', 'O', 'O', 'B-Packaging', 'O', 'O', 'B-Product Fit', 'O', 'B-Tri Fold Mattress', 'I-Tri Fold Mattress', 'I-Tri Fold Mattress', 'I-Tri Fold Mattress', 'O', 'O', 'O']"
146,"exactly what we wanted , it ' s soft but supportive . my husbands back no longer hurts .","['back no longer hurts', 'exactly what we wanted', 'husbands', 'soft', 'supportive']","['Pain Relief', 'Meets Expectations', 'Partner or Spouse', 'Firmness', 'Support']","exactly what we wanted , it ' s soft but supportive . my husbands back no longer hurts .","['exactly', 'what', 'we', 'wanted', ',', 'it', ""'"", 's', 'soft', 'but', 'supportive', '.', 'my', 'husbands', 'back', 'no', 'longer', 'hurts', '.']","[1, 1, 1, 1, 1]",0,0,"['B-Meets Expectations', 'I-Meets Expectations', 'I-Meets Expectations', 'I-Meets Expectations', 'O', 'O', 'O', 'O', 'B-Firmness', 'O', 'B-Support', 'O', 'O', 'B-Partner or Spouse', 'B-Pain Relief', 'I-Pain Relief', 'I-Pain Relief', 'I-Pain Relief', 'O']"
147,extremely worried about the fiberglass . . . waiting for an email for a refund,"['fiberglass', 'refund', 'worried']","['Fiberglass', 'Refundable', 'Worriedness']",extremely worried about the fiberglass . . . waiting for an email for a refund,"['extremely', 'worried', 'about', 'the', 'fiberglass', '.', '.', '.', 'waiting', 'for', 'an', 'email', 'for', 'a', 'refund']","[1, 1, 1]",0,0,"['O', 'B-Worriedness', 'O', 'O', 'B-Fiberglass', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Refundable']"
148,"no issues ! very comfortable , i love that its both spring and memory .","['comfortable', 'memory', 'spring']","['Comfort', 'Memory Foam', 'Springs']","no issues ! very comfortable , i love that its both spring and memory .","['no', 'issues', '!', 'very', 'comfortable', ',', 'i', 'love', 'that', 'its', 'both', 'spring', 'and', 'memory', '.']","[1, 1, 1]",0,0,"['O', 'O', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Springs', 'O', 'B-Memory Foam', 'O']"
149,i ordered this bed after realizing the green tea mattress was not shipped prime . i was on a time crunch to get a bed so i needed the fast shipping . this one had it . it ' s a very high quality and sleek mattress . very very soft . the only thing i was disappointed with was the fact that it ' s slightly harder than what i prefer . my boyfriend loves it but for the first couple weeks i was waking up with low back pain . but i adjusted to it and now i have the best sleep i ' ve had in ages . you do not feel movement either . i do not wake up anymore when i feel my boyfriend get up before me in the mornings . i would definitely recommend !,"['adjusted', 'bed', 'best sleep', 'boyfriend', 'fast', 'feel movement', 'feel my boyfriend get up', 'first couple weeks', 'green tea mattress', 'harder', 'high quality', 'low back pain', 'mornings', 'ordered', 'recommend', 'shipped prime', 'shipping', 'sleek', 'soft', 'wake up', 'waking up']","['Adjustment Period', 'Bed', 'Sleep Quality', 'Partner or Spouse', 'Speed', 'Motion Transfer', 'Motion Transfer', 'Duration', 'Brand Names', 'Firmness', 'Quality', 'Pain Relief', 'Time Of Day', 'Purchase', 'Recommend', 'Prime Delivery', 'Delivery', 'Sleek', 'Firmness', 'Waking Up', 'Waking Up']",i ordered this bed after realizing the green tea mattress was not shipped prime . i was on a time crunch to get a bed so i needed the fast shipping . this one had it . it ' s a very high quality and sleek mattress . very very soft . the only thing i was disappointed with was the fact that it ' s slightly harder than what i prefer . my boyfriend loves it but for the first couple weeks i was waking up with low back pain . but i adjusted to it and now i have the best sleep i ' ve had in ages . you do not feel movement either . i do not wake up anymore when i feel my boyfriend get up before me in the mornings . i would definitely recommend !,"['i', 'ordered', 'this', 'bed', 'after', 'realizing', 'the', 'green', 'tea', 'mattress', 'was', 'not', 'shipped', 'prime', '.', 'i', 'was', 'on', 'a', 'time', 'crunch', 'to', 'get', 'a', 'bed', 'so', 'i', 'needed', 'the', 'fast', 'shipping', '.', 'this', 'one', 'had', 'it', '.', 'it', ""'"", 's', 'a', 'very', 'high', 'quality', 'and', 'sleek', 'mattress', '.', 'very', 'very', 'soft', '.', 'the', 'only', 'thing', 'i', 'was', 'disappointed', 'with', 'was', 'the', 'fact', 'that', 'it', ""'"", 's', 'slightly', 'harder', 'than', 'what', 'i', 'prefer', '.', 'my', 'boyfriend', 'loves', 'it', 'but', 'for', 'the', 'first', 'couple', 'weeks', 'i', 'was', 'waking', 'up', 'with', 'low', 'back', 'pain', '.', 'but', 'i', 'adjusted', 'to', 'it', 'and', 'now', 'i', 'have', 'the', 'best', 'sleep', 'i', ""'"", 've', 'had', 'in', 'ages', '.', 'you', 'do', 'not', 'feel', 'movement', 'either', '.', 'i', 'do', 'not', 'wake', 'up', 'anymore', 'when', 'i', 'feel', 'my', 'boyfriend', 'get', 'up', 'before', 'me', 'in', 'the', 'mornings', '.', 'i', 'would', 'definitely', 'recommend', '!']","[1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0,"['O', 'B-Purchase', 'O', 'B-Bed', 'O', 'O', 'O', 'B-Brand Names', 'I-Brand Names', 'I-Brand Names', 'O', 'O', 'B-Prime Delivery', 'I-Prime Delivery', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Bed', 'O', 'O', 'O', 'O', 'B-Speed', 'B-Delivery', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Quality', 'I-Quality', 'O', 'B-Sleek', 'O', 'O', 'O', 'O', 'B-Firmness', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Firmness', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Partner or Spouse', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'I-Duration', 'O', 'O', 'B-Waking Up', 'I-Waking Up', 'O', 'B-Pain Relief', 'I-Pain Relief', 'I-Pain Relief', 'O', 'O', 'O', 'B-Adjustment Period', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Motion Transfer', 'I-Motion Transfer', 'O', 'O', 'O', 'O', 'O', 'B-Waking Up', 'I-Waking Up', 'O', 'O', 'O', 'B-Motion Transfer', 'I-Motion Transfer', 'I-Motion Transfer', 'I-Motion Transfer', 'I-Motion Transfer', 'O', 'O', 'O', 'O', 'B-Time Of Day', 'O', 'O', 'O', 'O', 'B-Recommend', 'O']"
150,received bed but there was no hardware to put it together . it was alot of trouble dealing with the zines company to get the hardware . amazon gave me a discount right away for the inconvenience .,"['amazon', 'bed', 'discount', 'hardware', 'inconvenience', 'received', 'right away', 'zines company']","['Amazon', 'Bed', 'Deal', 'Part', 'Convenience', 'Delivery', 'Speed', 'Brand Names']",received bed but there was no hardware to put it together . it was alot of trouble dealing with the zines company to get the hardware . amazon gave me a discount right away for the inconvenience .,"['received', 'bed', 'but', 'there', 'was', 'no', 'hardware', 'to', 'put', 'it', 'together', '.', 'it', 'was', 'alot', 'of', 'trouble', 'dealing', 'with', 'the', 'zines', 'company', 'to', 'get', 'the', 'hardware', '.', 'amazon', 'gave', 'me', 'a', 'discount', 'right', 'away', 'for', 'the', 'inconvenience', '.']","[1, 1, 1, 2, 1, 1, 1, 1]",1,0,"['B-Delivery', 'B-Bed', 'O', 'O', 'O', 'O', 'B-Part', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Brand Names', 'I-Brand Names', 'O', 'O', 'O', 'B-Part', 'O', 'B-Amazon', 'O', 'O', 'O', 'B-Deal', 'B-Speed', 'I-Speed', 'O', 'O', 'B-Convenience', 'O']"
151,this is the third lucid mattress we ' ve bought ! great quality that comes with a great night ' s sleep !,"['bought', ""great night ' s sleep"", 'great quality', 'lucid', 'mattress', 'third']","['Purchase', 'Sleep Quality', 'Quality', 'Brand Names', 'Mattress', 'Ordinal']",this is the third lucid mattress we ' ve bought ! great quality that comes with a great night ' s sleep !,"['this', 'is', 'the', 'third', 'lucid', 'mattress', 'we', ""'"", 've', 'bought', '!', 'great', 'quality', 'that', 'comes', 'with', 'a', 'great', 'night', ""'"", 's', 'sleep', '!']","[1, 1, 1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'B-Ordinal', 'B-Brand Names', 'B-Mattress', 'O', 'O', 'O', 'B-Purchase', 'O', 'B-Quality', 'I-Quality', 'O', 'O', 'O', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'I-Sleep Quality', 'I-Sleep Quality', 'I-Sleep Quality', 'O']"
152,"i thought i wanted a mattress that would be softer than this but now that i have slept in this one for a month , i am glad i chose it . perfect combination of soft and firm . i got the king size and it perfect and huge . make sure you get deep pocket sheets","['a month', 'firm', 'huge', 'king size', 'mattress', 'sheets', 'slept', 'soft', 'softer']","['Duration', 'Firmness', 'Size', 'Mattress Size', 'Mattress', 'Bed Sheets', 'Sleep Quality', 'Firmness', 'Firmness']","i thought i wanted a mattress that would be softer than this but now that i have slept in this one for a month , i am glad i chose it . perfect combination of soft and firm . i got the king size and it perfect and huge . make sure you get deep pocket sheets","['i', 'thought', 'i', 'wanted', 'a', 'mattress', 'that', 'would', 'be', 'softer', 'than', 'this', 'but', 'now', 'that', 'i', 'have', 'slept', 'in', 'this', 'one', 'for', 'a', 'month', ',', 'i', 'am', 'glad', 'i', 'chose', 'it', '.', 'perfect', 'combination', 'of', 'soft', 'and', 'firm', '.', 'i', 'got', 'the', 'king', 'size', 'and', 'it', 'perfect', 'and', 'huge', '.', 'make', 'sure', 'you', 'get', 'deep', 'pocket', 'sheets']","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'B-Firmness', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sleep Quality', 'O', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Firmness', 'O', 'B-Firmness', 'O', 'O', 'O', 'O', 'B-Mattress Size', 'I-Mattress Size', 'O', 'O', 'O', 'O', 'B-Size', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Bed Sheets']"
153,the memory foam is so comfortable and durable . i really am pleased with the cover and its quality .,"['comfortable', 'cover', 'durable', 'memory foam', 'quality']","['Comfort', 'Mattress Cover', 'Durability', 'Memory Foam', 'Quality']",the memory foam is so comfortable and durable . i really am pleased with the cover and its quality .,"['the', 'memory', 'foam', 'is', 'so', 'comfortable', 'and', 'durable', '.', 'i', 'really', 'am', 'pleased', 'with', 'the', 'cover', 'and', 'its', 'quality', '.']","[1, 1, 1, 1, 1]",0,0,"['O', 'B-Memory Foam', 'I-Memory Foam', 'O', 'O', 'B-Comfort', 'O', 'B-Durability', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress Cover', 'O', 'O', 'B-Quality', 'O']"
154,inflatedto full size within 4 hours . very comfortable . firmer than most memory foams ( which i love ),"['4 hours', 'comfortable', 'firmer', 'full size', 'inflatedto', 'memory foams']","['Duration', 'Comfort', 'Firmness', 'Mattress Size', 'Expansion', 'Memory Foam']",inflatedto full size within 4 hours . very comfortable . firmer than most memory foams ( which i love ),"['inflatedto', 'full', 'size', 'within', '4', 'hours', '.', 'very', 'comfortable', '.', 'firmer', 'than', 'most', 'memory', 'foams', '(', 'which', 'i', 'love', ')']","[1, 1, 1, 1, 1, 1]",0,0,"['B-Expansion', 'B-Mattress Size', 'I-Mattress Size', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'B-Comfort', 'O', 'B-Firmness', 'O', 'O', 'B-Memory Foam', 'I-Memory Foam', 'O', 'O', 'O', 'O', 'O']"
155,very comfortable and great quality . i recommend this mattress . its great !,"['comfortable', 'great quality', 'mattress', 'recommend']","['Comfort', 'Quality', 'Mattress', 'Recommend']",very comfortable and great quality . i recommend this mattress . its great !,"['very', 'comfortable', 'and', 'great', 'quality', '.', 'i', 'recommend', 'this', 'mattress', '.', 'its', 'great', '!']","[1, 1, 1, 1]",0,0,"['O', 'B-Comfort', 'O', 'B-Quality', 'I-Quality', 'O', 'O', 'B-Recommend', 'O', 'B-Mattress', 'O', 'O', 'O', 'O']"
156,no odor and they self - inflated very quickly . i bought 2 of them for my kids and they fell asleep faster and stayed asleep longer on the very first night they used them . i picked them up on prime day and the value to price is off the charts .,"['bought', 'faster', 'fell asleep', 'first', 'inflated', 'kids', 'night', 'odor', 'price', 'prime day', 'stayed asleep', 'longer', 'value', 'very quickly']","['Purchase', 'Speed', 'Falling Asleep', 'Ordinal', 'Expansion', 'Family Members', 'Time Of Day', 'Smell', 'Price', 'Promotion', 'Sleep Quality', 'Speed', 'Saving Money', 'Speed']",no odor and they self - inflated very quickly . i bought 2 of them for my kids and they fell asleep faster and stayed asleep longer on the very first night they used them . i picked them up on prime day and the value to price is off the charts .,"['no', 'odor', 'and', 'they', 'self', '-', 'inflated', 'very', 'quickly', '.', 'i', 'bought', '2', 'of', 'them', 'for', 'my', 'kids', 'and', 'they', 'fell', 'asleep', 'faster', 'and', 'stayed', 'asleep', 'longer', 'on', 'the', 'very', 'first', 'night', 'they', 'used', 'them', '.', 'i', 'picked', 'them', 'up', 'on', 'prime', 'day', 'and', 'the', 'value', 'to', 'price', 'is', 'off', 'the', 'charts', '.']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'B-Smell', 'O', 'O', 'O', 'O', 'B-Expansion', 'B-Speed', 'I-Speed', 'O', 'O', 'B-Purchase', 'O', 'O', 'O', 'O', 'O', 'B-Family Members', 'O', 'O', 'B-Falling Asleep', 'I-Falling Asleep', 'B-Speed', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'B-Speed', 'O', 'O', 'O', 'B-Ordinal', 'B-Time Of Day', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Promotion', 'I-Promotion', 'O', 'O', 'B-Saving Money', 'O', 'B-Price', 'O', 'O', 'O', 'O', 'O']"
157,great support ! not too soft . my hips and back are well supported . love this mattress !,"['back', 'hips', 'mattress', 'soft', 'support', 'supported']","['Body', 'Body', 'Mattress', 'Firmness', 'Support', 'Support']",great support ! not too soft . my hips and back are well supported . love this mattress !,"['great', 'support', '!', 'not', 'too', 'soft', '.', 'my', 'hips', 'and', 'back', 'are', 'well', 'supported', '.', 'love', 'this', 'mattress', '!']","[1, 1, 1, 1, 1, 1]",0,0,"['O', 'B-Support', 'O', 'O', 'O', 'B-Firmness', 'O', 'O', 'B-Body', 'O', 'B-Body', 'O', 'O', 'B-Support', 'O', 'O', 'O', 'B-Mattress', 'O']"
158,great mattress . very comfortable and soft . no back pains . memory foam is the best !,"['back pains', 'comfortable', 'mattress', 'memory foam', 'soft']","['Pain Relief', 'Comfort', 'Mattress', 'Memory Foam', 'Firmness']",great mattress . very comfortable and soft . no back pains . memory foam is the best !,"['great', 'mattress', '.', 'very', 'comfortable', 'and', 'soft', '.', 'no', 'back', 'pains', '.', 'memory', 'foam', 'is', 'the', 'best', '!']","[1, 1, 1, 1, 1]",0,0,"['O', 'B-Mattress', 'O', 'O', 'B-Comfort', 'O', 'B-Firmness', 'O', 'O', 'B-Pain Relief', 'I-Pain Relief', 'O', 'B-Memory Foam', 'I-Memory Foam', 'O', 'O', 'O', 'O']"
159,"very comfortable . soft , yet supportive . i like it much better than other spring mattresses i ' ve slept on in the past ! a great value !","['comfortable', 'mattresses', 'slept on', 'soft', 'spring', 'supportive', 'value']","['Comfort', 'Mattress', 'Sleep Quality', 'Firmness', 'Springs', 'Support', 'Saving Money']","very comfortable . soft , yet supportive . i like it much better than other spring mattresses i ' ve slept on in the past ! a great value !","['very', 'comfortable', '.', 'soft', ',', 'yet', 'supportive', '.', 'i', 'like', 'it', 'much', 'better', 'than', 'other', 'spring', 'mattresses', 'i', ""'"", 've', 'slept', 'on', 'in', 'the', 'past', '!', 'a', 'great', 'value', '!']","[1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'B-Comfort', 'O', 'B-Firmness', 'O', 'O', 'B-Support', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Springs', 'B-Mattress', 'O', 'O', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Saving Money', 'O']"
160,best mattress i have ever slept on . very comfortable . highly recommend,"['comfortable', 'mattress', 'recommend', 'slept on']","['Comfort', 'Mattress', 'Recommend', 'Sleep Quality']",best mattress i have ever slept on . very comfortable . highly recommend,"['best', 'mattress', 'i', 'have', 'ever', 'slept', 'on', '.', 'very', 'comfortable', '.', 'highly', 'recommend']","[1, 1, 1, 1]",0,0,"['O', 'B-Mattress', 'O', 'O', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'B-Comfort', 'O', 'O', 'B-Recommend']"
161,feels like it balances your body and is very comfortable . great sleep .,"['balances your body', 'comfortable', 'feels', 'great sleep']","['Support', 'Comfort', 'Feel', 'Sleep Quality']",feels like it balances your body and is very comfortable . great sleep .,"['feels', 'like', 'it', 'balances', 'your', 'body', 'and', 'is', 'very', 'comfortable', '.', 'great', 'sleep', '.']","[1, 1, 1, 1]",0,0,"['B-Feel', 'O', 'O', 'B-Support', 'I-Support', 'I-Support', 'O', 'O', 'O', 'B-Comfort', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O']"
162,"this mattress is as comfortable as my much much more expensive "" internet mattress "" - definitely recommend .","['comfortable', 'expensive', 'internet mattress', 'mattress', 'recommend']","['Comfort', 'Price', 'Mattress', 'Mattress', 'Recommend']","this mattress is as comfortable as my much much more expensive "" internet mattress "" - definitely recommend .","['this', 'mattress', 'is', 'as', 'comfortable', 'as', 'my', 'much', 'much', 'more', 'expensive', '""', 'internet', 'mattress', '""', '-', 'definitely', 'recommend', '.']","[1, 1, 1, 2, 1]",1,0,"['O', 'B-Mattress', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'O', 'O', 'B-Price', 'O', 'B-Mattress', 'I-Mattress', 'O', 'O', 'O', 'B-Recommend', 'O']"
163,"new mattress for the living quarters in our trailer . comfortable , fit perfectly , good value for the price .","['comfortable', 'fit', 'living quarters', 'mattress', 'new', 'price', 'trailer', 'value']","['Comfort', 'Product Fit', 'Home', 'Mattress', 'Newness', 'Price', 'Motorhome', 'Saving Money']","new mattress for the living quarters in our trailer . comfortable , fit perfectly , good value for the price .","['new', 'mattress', 'for', 'the', 'living', 'quarters', 'in', 'our', 'trailer', '.', 'comfortable', ',', 'fit', 'perfectly', ',', 'good', 'value', 'for', 'the', 'price', '.']","[1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['B-Newness', 'B-Mattress', 'O', 'O', 'B-Home', 'I-Home', 'O', 'O', 'B-Motorhome', 'O', 'B-Comfort', 'O', 'B-Product Fit', 'O', 'O', 'O', 'B-Saving Money', 'O', 'O', 'B-Price', 'O']"
